id,title,authors,venue,year
616,emergent semantics and the multimedia semantic web,"w. i. grosky , d. v. sreenath , f. fotouhi",acm sigmod record,2002
617,querying multiple bioinformatics information sources : can semantic web research help ?,"david buttler , matthew coleman , terence critchlow , renato fileto , wei han , calton pu , daniel rocco , li xiong",acm sigmod record,2002
618,the grid : an application of the semantic web,"carole goble , david de roure",acm sigmod record,2002
619,book reviews,karl aberer,acm sigmod record,2002
620,"agents , trust , and information access on the semantic web","tim finin , anupam joshi",acm sigmod record,2002
621,conceptual model of web service reputation,"e. michael maximilien , munindar p. singh",acm sigmod record,2002
622,the &#961; operator : discovering and ranking associations on the semantic web,"kemafor anyanwu , amit sheth",acm sigmod record,2002
623,a framework for semantic gossiping,"karl aberer , philippe cudr &#233; - mauroux , manfred hauswirth",acm sigmod record,2002
624,updating knowledge bases while maintaining their consistency,"ernest teniente , antoni oliv &#233;",the vldb journal -- the international journal on very large data bases,1995
625,data model for extensible support of explicit relationships in design databases,"joan peckham , bonnie mackellar , michael doherty",the vldb journal -- the international journal on very large data bases,1995
626,interviso : dealing with the complexity of federated database access,"marjorie templeton , herbert henley , edward maros , darrel j. van buer",the vldb journal -- the international journal on very large data bases,1995
627,realm-based spatial data types : the rose algebra,"ralf hartmut g &#252; ting , markus schneider",the vldb journal -- the international journal on very large data bases,1995
628,hyperfile : a data and query model for documents,"chris clifton , hector garcia-molina , david bloom",the vldb journal -- the international journal on very large data bases,1995
629,the software information base : a server for reuse,"panos constantopoulos , matthias jarke , john mylopoulos , yannis vassiliou",the vldb journal -- the international journal on very large data bases,1995
630,characterization of database access pattern for analytic prediction of buffer hit probability,"asit dan , philip s. yu , jen yao chung",the vldb journal -- the international journal on very large data bases,1995
631,ordered shared locks for real-time databases,"divyakant agrawal , amr el abbadi , richard jeffers , lijing lin",the vldb journal -- the international journal on very large data bases,1995
632,historical queries along multiple lines of time evolution,"gad m. landau , jeanette p. schmidt , vassilis j. tsotras",the vldb journal -- the international journal on very large data bases,1995
633,"adaptable pointer swizzling strategies in object bases : design , realization , and quantitative analysis","alfons kemper , donald kossmann",the vldb journal -- the international journal on very large data bases,1995
634,special system-oriented section : the best of sigmod '94,stanley y. w. su,the vldb journal -- the international journal on very large data bases,1995
635,the power of languages for the manipulation of complex values,"serge abiteboul , catriel beeri",the vldb journal -- the international journal on very large data bases,1995
636,fibonacci : a programming language for object databases,"antonio albano , giorgio ghelli , renzo orsini",the vldb journal -- the international journal on very large data bases,1995
637,orthogonally persistent object systems,"malcolm atkinson , ronald morrison",the vldb journal -- the international journal on very large data bases,1995
638,themis : a database programming language handling integrity constraints,"v &#233; ronique benzaken , anne doucet",the vldb journal -- the international journal on very large data bases,1995
639,tigukat : a uniform behavioral objectbase management system,"m. tamer &#214; zsu , randal peters , duane szafron , boman irani , anna lipka , adriana mu &#241; oz",the vldb journal -- the international journal on very large data bases,1995
640,rate-based query optimization for streaming information sources,"stratis d. viglas , jeffrey f. naughton",international conference on management of data,2002
641,an adaptive peer-to-peer network for distributed caching of olap results,"panos kalnis , wee siong ng , beng chin ooi , dimitris papadias , kian-lee tan",international conference on management of data,2002
642,efficient integration and aggregation of historical information,"mirek riedewald , divyakant agrawal , amr el abbadi",international conference on management of data,2002
643,archiving scientific data,"peter buneman , sanjeev khanna , keishi tajima , wang-chiew tan",international conference on management of data,2002
644,efficient evaluation of queries in a mediator for websources,"vladimir zadorozhny , louiqa raschid , maria esther vidal , tolga urhan , laura bright",international conference on management of data,2002
645,best-effort cache synchronization with source cooperation,"chris olston , jennifer widom",international conference on management of data,2002
646,processing complex aggregate queries over data streams,"alin dobra , minos garofalakis , johannes gehrke , rajeev rastogi",international conference on management of data,2002
647,continuously adaptive continuous queries over streams,"samuel madden , mehul shah , joseph m. hellerstein , vijayshankar raman",international conference on management of data,2002
648,reports,avigdor gal,acm sigmod record,2002
649,reminiscences on influential papers,kenneth a. ross,acm sigmod record,2002
650,influential papers,ken ross,acm sigmod record,2002
651,too much middleware,michael stonebraker,acm sigmod record,2002
652,why i like working in academia,richard thomas snodgrass,acm sigmod record,2002
653,career forum,alexandros labrinidis,acm sigmod record,2002
654,advances in databases and information systems : report of 5th east european conference adbis ' 2001,"albertas caplinskas , johann eder , olegas vasilecas",acm sigmod record,2002
655,report on the 18th british national conference on databases ( bncod ),"carole goble , brian read",acm sigmod record,2002
656,what will be,michael dertouzos,acm sigmod record,2002
657,distinguished database profiles,marianne winslett,acm sigmod record,2002
658,databases and transaction processing : an application-oriented approach,"philip m. lewis , arthur bernstein , michael kifer",acm sigmod record,2002
659,data mining : practical machine learning tools and techniques with java implementations,"ian h. witten , eibe frank",acm sigmod record,2002
660,the xml typechecking problem,dan suciu,acm sigmod record,2002
661,industry perspective,len seligman,acm sigmod record,2002
662,"avi silberschatz speaks out : on academia versus industrial labs , startup fever , database phd quality , the future of data mining as a research area , ip issues , how he would n't change a thing , and more",marianne winslett,acm sigmod record,2002
663,database principles,leonid libkin,acm sigmod record,2002
664,business data management for business-to-business electronic commerce,"christoph quix , mareike schoop , manfred jeusfeld",acm sigmod record,2002
665,a multi-agent system infrastructure for software component market-place : an ontological perspective,"riza cenk erdur , o &#287; uz dikenelli",acm sigmod record,2002
666,conceptual modeling and specification generation for b2b business processes based on ebxml,hyoungdo kim,acm sigmod record,2002
667,semantic b2b integration : issues in ontology-based approaches,"zhan cui , dean jones , paul o'brien",acm sigmod record,2002
668,book reviews,karl aberer,acm sigmod record,2002
669,book review column,karl aberer,acm sigmod record,2002
670,supply chain infrastructures : system integration and information sharing,"michael o. ball , meng ma , louiqa raschid , zhengying zhao",acm sigmod record,2002
671,the role of b2b engines in b2b integration architectures,christoph bussler,acm sigmod record,2002
672,clustering by pattern similarity in large data sets,"haixun wang , wei wang , jiong yang , philip s. yu",international conference on management of data,2002
673,general match : a subsequence matching method in time-series databases based on generalized windows,"yang-sae moon , kyu-young whang , wook-shin han",international conference on management of data,2002
674,a monte carlo algorithm for fast projective clustering,"cecilia m. procopiuc , michael jones , pankaj k. agarwal , t. m. murali",international conference on management of data,2002
675,mining long sequential patterns in a noisy environment,"jiong yang , wei wang , philip s. yu , jiawei han",international conference on management of data,2002
676,selectivity estimation for spatio-temporal queries to moving objects,"yong-jin choi , chin-wan chung",international conference on management of data,2002
677,dynamic multidimensional histograms,"nitin thaper , sudipto guha , piotr indyk , nick koudas",international conference on management of data,2002
678,dwarf : shrinking the petacube,"yannis sismanis , antonios deligiannakis , nick roussopoulos , yannis kotidis",international conference on management of data,2002
679,"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",charu c. aggarwal,international conference on management of data,2002
680,efficient algorithms for minimizing tree pattern queries,prakash ramanan,international conference on management of data,2002
681,approximate xml joins,"sudipto guha , h. v. jagadish , nick koudas , divesh srivastava , ting yu",international conference on management of data,2002
682,efficient k-nn search on vertically decomposed data,"arjen p. de vries , nikos mamoulis , niels nes , martin kersten",international conference on management of data,2002
683,holistic twig joins : optimal xml pattern matching,"nicolas bruno , nick koudas , divesh srivastava",international conference on management of data,2002
684,minimal probing : supporting expensive predicates for top-k queries,"kevin chen-chuan chang , seung-won hwang",international conference on management of data,2002
685,time-parameterized queries in spatio-temporal databases,"yufei tao , dimitris papadias",international conference on management of data,2002
686,continually evaluating similarity-based pattern queries on a streaming time series,"like gao , x. sean wang",international conference on management of data,2002
687,statistical synopses for graph-structured xml databases,"neoklis polyzotis , minos garofalakis",international conference on management of data,2002
688,qursed : querying and reporting semistructured data,"yannis papakonstantinou , michalis petropoulos , vasilis vassalos",international conference on management of data,2002
689,storing and querying ordered xml using a relational database system,"igor tatarinov , stratis d. viglas , kevin beyer , jayavel shanmugasundaram , eugene shekita , chun zhang",international conference on management of data,2002
690,executing sql over encrypted data in the database-service-provider model,"hakan hacig &#252; m &#252; &#351; , bala iyer , chen li , sharad mehrotra",international conference on management of data,2002
691,workflow management with service quality guarantees,"michael gillmann , gerhard weikum , wolfgang wonner",international conference on management of data,2002
692,"mining database structure ; or , how to build a data quality browser","tamraparni dasu , theodore johnson , s. muthukrishnan , vladislav shkapenyuk",international conference on management of data,2002
693,a scalable hash ripple join algorithm,"gang luo , curt j. ellmann , peter j. haas , jeffrey f. naughton",international conference on management of data,2002
694,exploiting statistics on query expressions for optimization,"nicolas bruno , surajit chaudhuri",international conference on management of data,2002
695,partial results for online query processing,"vijayshankar raman , joseph m. hellerstein",international conference on management of data,2002
696,proxy-based acceleration of dynamically generated content on the world wide web : an approach and implementation,"anindya datta , kaushik dutta , helen thomas , debra vandermeer , suresha , krithi ramamritham",international conference on management of data,2002
697,accelerating xpath location steps,torsten grust,international conference on management of data,2002
698,apex : an adaptive path index for xml data,"chin-wan chung , jun-ki min , kyuseok shim",international conference on management of data,2002
699,covering indexes for branching path queries,"raghav kaushik , philip bohannon , jeffrey f naughton , henry f korth",international conference on management of data,2002
700,implementing database operations using simd instructions,"jingren zhou , kenneth a. ross",international conference on management of data,2002
701,fractal prefetching b + - trees : optimizing both cache and disk performance,"shimin chen , phillip b. gibbons , todd c. mowry , gary valentin",international conference on management of data,2002
702,skew handling techniques in sort-merge join,"wei li , dengfeng gao , richard thomas snodgrass",international conference on management of data,2002
703,statix : making xml count,"juliana freire , jayant r. haritsa , maya ramanath , prasan roy , j &#233; r &#244; me sim &#233; on",international conference on management of data,2002
704,hd-eye : visual clustering of high dimensional data,"alexander hinneburg , daniel a. keim , markus wawryniuk",international conference on management of data,2002
705,gea : a toolkit for gene expression analysis,"jessica m. phan , raymond ng",international conference on management of data,2002
706,dbxplorer : enabling keyword search over relational databases,"sanjay agrawal , surajit chaudhuri , gautam das",international conference on management of data,2002
707,cubeexplorer : online exploration of data cubes,"jiawei han , jianyong wang , guozhu dong , jian pei , ke wang",international conference on management of data,2002
708,xl : a platform for web services,"daniela florescu , andreas gr &#252; nhagen , donald kossmann , steffen rost",international conference on management of data,2002
709,roadrunner : automatic data extraction from data-intensive web sites,"valter crescenzi , giansalvatore mecca , paolo merialdo",international conference on management of data,2002
710,gigascope : high performance network monitoring with an sql interface,"chuck cranor , yuan gao , theodore johnson , vlaidslav shkapenyuk , oliver spatscheck",international conference on management of data,2002
711,distributing queries over low-power wireless sensor networks,"samuel madden , joseph m. hellerstein",international conference on management of data,2002
712,cougar : the network is the database,"wai fu fung , david sun , johannes gehrke",international conference on management of data,2002
713,"commix : towards effective web information extraction , integration and query answering","tengjiao wang , shiwei tang , dongqing yang , jun gao , yuqing wu , jian pei",international conference on management of data,2002
714,acdn : a content delivery network for applications,"pradnya karbhari , michael rabinovich , zhen xiao , fred douglis",international conference on management of data,2002
715,xcache : a semantic caching system for xml queries,"li chen , elke a. rundensteiner , song wang",international conference on management of data,2002
716,visual coko : a debugger for query optimizer development,"daniel j. abadi , mitch cherniack",international conference on management of data,2002
717,toxgene : a template-based data generator for xml,"denilson barbosa , alberto mendelzon , john keenleyside , kelly lyons",international conference on management of data,2002
718,the xxl search engine : ranked retrieval of xml data using indexes and ontologies,"anja theobald , gerhard weikum",international conference on management of data,2002
719,rainbow : mapping-driven xquery processing system,"xin zhang , mukesh mulchandani , steffen christ , brian murphy , elke a. rundensteiner",international conference on management of data,2002
720,dbcache : database caching for web application servers,"mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown",international conference on management of data,2002
721,learning table access cardinalities with leo,"volker markl , guy lohman",international conference on management of data,2002
722,web caching for database applications with oracle web cache,"jesse anton , lawrence jacobs , xiang liu , jordan parker , zheng zeng , tie zhong",international conference on management of data,2002
723,middle-tier database caching for e-business,"qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , honguk woo , bruce g. lindsay , jeffrey f. naughton",international conference on management of data,2002
724,"tpc-ds , taking decision support benchmarking to the next level","meikel poess , bryan smith , lubor kollar , paul larson",international conference on management of data,2002
725,mid-tier caching : the timesten approach,the timesten team,international conference on management of data,2002
726,automating physical database design in a parallel database,"jun rao , chun zhang , nimrod megiddo , guy lohman",international conference on management of data,2002
727,the sdss skyserver : public access to the sloan digital sky server data,"alexander s. szalay , jim gray , ani r. thakar , peter z. kunszt , tanu malik , jordan raddick , christopher stoughton , jan vandenberg",international conference on management of data,2002
728,efficient execution of joins in a star schema,andreas weininger,international conference on management of data,2002
729,quadtree and r-tree indexes in oracle spatial : a comparison using gis data,"ravi kanth v kothuri , siva ravada , daniel abugov",international conference on management of data,2002
730,garlic : a new flavor of federated query processing for db2,"vanja josifovski , peter schwarz , laura haas , eileen lin",international conference on management of data,2002
731,a compact b-tree,"peter bumbulis , ivan t. bowman",international conference on management of data,2002
732,coordinating backup/recovery and data consistency between database and file systems,"suparna bhattacharya , c. mohan , karen w. brannon , inderpal narang , hui-i hsiao , mahadevan subramanian",international conference on management of data,2002
733,an ebxml infrastructure implementation through uddi registries and rosettanet pips,"asuman dogac , yusuf tambag , pinar pembecioglu , sait pektas , gokce laleci , gokhan kurt , serkan toprak , yildiray kabak",international conference on management of data,2002
734,wavelet synopses with error guarantees,"minos garofalakis , phillip b. gibbons",international conference on management of data,2002
735,compressing sql workloads,"surajit chaudhuri , ashish kumar gupta , vivek narasayya",international conference on management of data,2002
736,systems and prototypes,jignesh patel,acm sigmod record,2002
737,a brief survey of web data extraction tools,"alberto h. f. laender , berthier a. ribeiro-neto , altigran s. da silva , juliana s. teixeira",acm sigmod record,2002
738,standards,andrew eisenberg,acm sigmod record,2002
739,phoenix project : fault-tolerant applications,"roger barga , david lomet",acm sigmod record,2002
740,reports,avigdor gal,acm sigmod record,2002
741,data warehousing and business intelligence for e-commerce : by alan r. simon & steven l. shaffer,frank g. goethals,acm sigmod record,2002
742,report on the acm fourth international workshop on data warehousing and olap ( dolap 2001 ),joachim hammer,acm sigmod record,2002
743,"on building an infrastructure for mobile and wireless systems : report on the nsf workshop on an infrastructure for mobile and wireless systems , oct. 15 , 2001","birgitta k &#246; nig-ries , kia makki , sam makki , charles perkins , niki pissinou , peter reiher , peter scheuermann , jari veijalainen , ouri wolfson",acm sigmod record,2002
744,book review column,karl aberer,acm sigmod record,2002
745,book reviews,karl aberer,acm sigmod record,2002
746,"mining the world wide web : an information search approach by george chang , marcus j. healey ( editor ) , james a. m. mchugh , jason t. l. wang",aris ouksel,acm sigmod record,2002
747,data mining : concepts and techniques by jiawei han and micheline kamber,"fernando berzal , nicolf &#225; s mat &#237; n",acm sigmod record,2002
748,from ternary relationship to relational tables : a case against common beliefs,rafael camps par &#233;,acm sigmod record,2002
749,cluster validity methods : part i,"maria halkidi , yannis batistakis , michalis vazirgiannis",acm sigmod record,2002
750,"david dewitt speaks out : on rethinking the cs curriculum , why the database community should be proud , why query optimization does n't work , how supercomputing funding is sometimes very poorly spent , how he 's not a good coder and is n't smart enough to do db theory , and more",marianne winslett,acm sigmod record,2002
751,distinguished database profiles,marianne winslett,acm sigmod record,2002
752,the design of a retrieval technique for high-dimensional data on tertiary storage,"ratko orlandic , jack lukaszuk , craig swietlik",acm sigmod record,2002
753,a pictorial query language for querying geographic databases using positional and olap operators,"elaheh pourabbas , maurizio rafanelli",acm sigmod record,2002
754,investigating xquery for querying across database object types,nancy wiegand,acm sigmod record,2002
755,mpeg-7 and multimedia database systems,harald kosch,acm sigmod record,2002
756,"database tuning : principles , experiments , and troubleshooting techniques ( part ii )","dennis shasha , philippe bonnet",international conference on management of data,2002
757,software as a service : asp and asp aggregation,christoph bussler,international conference on management of data,2002
758,articles,avigdor gal,acm sigmod record,2002
759,bringing order to query optimization,"giedrius slivinskas , christian s. jensen , richard thomas snodgrass",acm sigmod record,2002
760,implementing xquery,paul cotton,international conference on management of data,2002
761,querying and mining data streams : you only get one look a tutorial,"minos garofalakis , johannes gehrke , rajeev rastogi",international conference on management of data,2002
762,tutorial : application servers and associated technologies,c. mohan,international conference on management of data,2002
763,"database tuning : principles , experiments , and troubleshooting techniques ( part i )","dennis shasha , philippe bonnet",international conference on management of data,2002
764,xbase : making your gigabyte disk queriable,"hongjun lu , guoren wang , ge yu , yubin bao , jianhua lv , yaxin yu",international conference on management of data,2002
765,xmdvtool : visual interactive data exploration and trend discovery of high-dimensional data sets,"elke a. rundensteiner , matthew o. ward , jing yang , punit r. doshi",international conference on management of data,2002
766,data streams : fresh current or stagnant backwater ? ( panel ),"joseph m. hellerstein , jennifer widom",international conference on management of data,2002
767,going public : open-source databases and database research,philippe bonnet,international conference on management of data,2002
768,algorithms for mining distance-based outliers in large datasets,"edwin m. knorr , raymond t. ng",very large data bases,1998
769,"information , communication , and money : for what can we charge and how can we meter it ?","stephen blott , henry f. korth , abraham silberschatz",very large data bases,1998
770,from data independence to knowledge independence : an on-going story,laurent vieille,very large data bases,1998
771,materialized views in oracle,"randall g. bello , karl dias , alan downing , james j. feenan , jr. , james l. finnerty , william d. norcott , harry sun , andrew witkowski , mohamed ziauddin",very large data bases,1998
772,computing iceberg queries efficiently,"min fang , narayanan shivakumar , hector garcia-molina , rajeev motwani , jeffrey d. ullman",very large data bases,1998
773,"topaz : a cost-based , rule-driven , multi-phase parallelizer","clara nippl , bernhard mitschang",very large data bases,1998
774,scalable sweeping-based spatial join,"lars arge , octavian procopiuc , sridhar ramaswamy , torsten suel , jeffrey scott vitter",very large data bases,1998
775,r-tree based indexing of now-relative bitemporal data,"rasa bliujute , christian s. jensen , simonas saltenis , giedrius slivinskas",very large data bases,1998
776,wavecluster : a multi-resolution clustering approach for very large spatial databases,"gholamhosein sheikholeslami , surojit chatterjee , aidong zhang",very large data bases,1998
777,evaluating functional joins along nested reference sets in object-relational and object-oriented databases,"reinhard braumandl , jens clau &#223; en , alfons kemper",very large data bases,1998
778,binding propagation in disjunctive databases,sergio greco,very large data bases,1998
779,atomicity versus anonymity : distributed transactions for electronic commerce,j. d. tygar,very large data bases,1998
780,proximity search in databases,"roy goldman , narayanan shivakumar , suresh venkatasubramanian , hector garcia-molina",very large data bases,1998
781,active storage for large-scale data mining and multimedia,"erik riedel , garth a. gibson , christos faloutsos",very large data bases,1998
782,query optimization for xml,"jason mchugh , jennifer widom",very large data bases,1999
783,aqua : a fast decision support systems using approximate query answers,"swarup acharya , phillip b. gibbons , viswanath poosala",very large data bases,1999
784,building light-weight wrappers for legacy web data-sources using w4f,"arnaud sahuguet , fabien azavant",very large data bases,1999
785,performance measurements of compressed bitmap indices,theodore johnson,very large data bases,1999
786,curio : a novel solution for efficient storage and indexing in data warehouses,"anindya datta , krithi ramamritham , helen m. thomas",very large data bases,1999
787,"the new locking , logging , and recovery architecture of microsoft sql server 7.0",david campbell,very large data bases,1999
788,unrolling cycles to decide trigger termination,"sin yeung lee , tok wang ling",very large data bases,1999
789,aggregation algorithms for very large compressed data warehouses,"jianzhong li , doron rotem , jaideep srivastava",very large data bases,1999
790,quality-driven integration of heterogenous information systems,"felix naumann , ulf leser , johann christoph freytag",very large data bases,1999
791,implementation of two semantic query optimization techniques in db2 universal database,"qi cheng , jarek gryz , fred koo , t. y. cliff leung , linqi liu , xiaoyan qian , k. bernhard schiefer",very large data bases,1999
792,high-performance extensible indexing,marcel kornacker,very large data bases,1999
793,evaluating top-k selection queries,"surajit chaudhuri , luis gravano",very large data bases,1999
794,building hierarchical classifiers using class proximity,"ke wang , senqiang zhou , shiang chen liew",very large data bases,1999
795,voodb : a generic discrete-event random simulation model to evaluate the performances of oodbs,"j &#233; r &#244; me darmont , michel schneider",very large data bases,1999
796,cache conscious indexing for decision-support in main memory,"jun rao , kenneth a. ross",very large data bases,1999
797,an adaptive hybrid server architecture for client caching odbmss,"kaladhar voruganti , m. tamer &#214; zsu , ronald c. unrau",very large data bases,1999
798,database architecture optimized for the new bottleneck : memory access,"peter a. boncz , stefan manegold , martin l. kersten",very large data bases,1999
799,hierarchical prefix cubes for range-sum queries,"chee yong chan , yannis e. ioannidis",very large data bases,1999
800,cost models do matter : providing cost information for diverse data sources in a federated system,"mary tork roth , fatma ozcan , laura m. haas",very large data bases,1999
801,optimization of run-time management of data intensive web-sites,"daniela florescu , alon y. levy , dan suciu , khaled yagoub",very large data bases,1999
802,issues in network management in the next millennium,"michael l. brodie , surajit chaudhuri",very large data bases,1999
803,extending practical pre-aggregation in on-line analytical processing,"torben bach pedersen , christian s. jensen , curtis e. dyreson",very large data bases,1999
804,context-based prefetch for implementing objects on relations,"philip a. bernstein , shankar pal , david shutt",very large data bases,1999
805,xml repository and active views demonstration,"serge abiteboul , vincent aguilera , s &#233; bastien ailleret , bernd amann , sophie cluet , brendan hills , fr &#233; d &#233; ric hubert , jean-claude mamou , am &#233; lie marian , laurent mignet , tova milo , cassio souza dos santos , bruno tessier , anne-marie vercoustre",very large data bases,1999
806,high level indexing of user-defined types,"weidong chen , jyh-herng chow , you-chin fuh , jean grandbois , michelle jou , nelson mendon &#231; a mattos , brian t. tran , yun wang",very large data bases,1999
807,dynamic load balancing for parallel association rule mining on heterogenous pc cluster systems,"masahisa tamura , masaru kitsuregawa",very large data bases,1999
808,"industrial panel on data warehousing technologies : experiences , challenges , and directions",umeshwar dayal,very large data bases,1999
809,multi-dimensional substring selectivity estimation,"h. v. jagadish , olga kapitskaia , raymond t. ng , divesh srivastava",very large data bases,1999
810,explaining differences in multidimensional aggregates,sunita sarawagi,very large data bases,1999
811,relational databases for querying xml documents : limitations and opportunities,"jayavel shanmugasundaram , kristin tufte , chun zhang , gang he , david j. dewitt , jeffrey f. naughton",very large data bases,1999
812,generalised hash teams for join and group-by,"alfons kemper , donald kossmann , christian wiesner",very large data bases,1999
813,optimal grid-clustering : towards breaking the curse of dimensionality in high-dimensional clustering,"alexander hinneburg , daniel a. keim",very large data bases,1999
814,exploiting versions for handling updates in broadcast disks,"evaggelia pitoura , panos k. chrysanthis",very large data bases,1999
815,"pm3 : an orthogonal persistent systems programming language - design , implementation , performance","antony l. hosking , jiawan chen",very large data bases,1999
816,a scalable and highly available networked database architecture,"roger bamford , rafiul ahad , angelo pruscino",very large data bases,1999
817,probabilistic optimization of top n queries,"donko donjerkovic , raghu ramakrishnan",very large data bases,1999
818,ghost : fine granularity buffering of indexes,"cheng hian goh , beng chin ooi , d. sim , kian-lee tan",very large data bases,1999
819,networked data management design points,james r. hamilton,very large data bases,1999
820,spatio-temporal retrieval with rasdaman,"peter baumann , andreas dehmel , paula furtado , roland ritsch , norbert widmann",very large data bases,1999
821,spirit : sequential pattern mining with regular expression constraints,"minos n. garofalakis , rajeev rastogi , kyuseok shim",very large data bases,1999
822,on efficiently implementing schemasql on an sql database system,"laks v. s. lakshmanan , fereidoon sadri , subbu n. subramanian",very large data bases,1999
823,extracting large-scale knowledge bases from the web,"ravi kumar , prabhakar raghavan , sridhar rajagopalan , andrew tomkins",very large data bases,1999
824,a novel index supporting high volume data warehouse insertion,"chris jermaine , anindya datta , edward omiecinski",very large data bases,1999
825,miro web : integrating multiple data sources through semistructured data types,"luc bouganim , tatiana chan-sine-ying , tuyet-tram dang-ngoc , jean-luc darroux , georges gardarin , fei sha",very large data bases,1999
826,user-defined table operators : enhancing extensibility for ordbms,"michael jaedicke , bernhard mitschang",very large data bases,1999
827,similarity search in high dimensions via hashing,"aristides gionis , piotr indyk , rajeev motwani",very large data bases,1999
828,fast algorithms for maintaining replica consistency in lazy master replicated databases,"esther pacitti , pascale minet , eric simon",very large data bases,1999
829,"o-o , what have they done to db2 ?","michael j. carey , donald d. chamberlin , srinivasa narayanan , bennet vance , doug doole , serge rielau , richard swagerman , nelson mendon &#231; a mattos",very large data bases,1999
830,online feedback for nested aggregate queries with multi-threading,"kian-lee tan , cheng hian goh , beng chin ooi",very large data bases,1999
831,implementation of sql3 structured types with inheritance and value substitutability,"you-chin fuh , stefan de &#223; loch , weidong chen , nelson mendon &#231; a mattos , brian t. tran , bruce g. lindsay , linda demichel , serge rielau , danko mannhaupt",very large data bases,1999
832,the value of merge-join and hash-join in sql server,goetz graefe,very large data bases,1999
833,histogram-based approximation of set-valued query-answers,"yannis e. ioannidis , viswanath poosala",very large data bases,1999
834,the mirror mmdbms architecture,"arjen p. de vries , mark g. l. m. van doorn , henk m. blanken , peter m. g. apers",very large data bases,1999
835,finding intensional knowledge of distance-based outliers,"edwin m. knorr , raymond t. ng",very large data bases,1999
836,"data-driven , one-to-one web site generation for data-intensive applications","stefano ceri , piero fraternali , stefano paraboschi",very large data bases,1999
837,distributed hypertext resource discovery through examples,"soumen chakrabarti , martin van den berg , byron dom",very large data bases,1999
838,repeating history beyond aries,c. mohan,very large data bases,1999
839,"active storage hierarchy , database systems and applications - socratic exegesis","felipe cari &#241; o , william o'connell , john burgess , joel h. saltz",very large data bases,1999
840,what can hierarchies do for data warehouses ?,"h. v. jagadish , laks v. s. lakshmanan , divesh srivastava",very large data bases,1999
841,datawarehousing has more colours than just black & ; white,"thomas zurek , markus sinnwell",very large data bases,1999
842,combining histograms and parametric curve fitting for feedback-driven query result-size estimation,"arnd christian k &#246; nig , gerhard weikum",very large data bases,1999
843,semantic compression and pattern extraction with fascicles,"h. v. jagadish , j. madar , raymond t. ng",very large data bases,1999
844,dbmss on a modern processor : where does time go ?,"anastassia ailamaki , david j. dewitt , mark d. hill , david a. wood",very large data bases,1999
845,generating call-level interfaces for advanced database application programming,"udo nink , theo h &#228; rder , norbert ritter",very large data bases,1999
846,active views for electronic commerce,"serge abiteboul , bernd amann , sophie cluet , adi eyal , laurent mignet , tova milo",very large data bases,1999
847,online dynamic reordering for interactive data processing,"vijayshankar raman , bhaskaran raman , joseph m. hellerstein",very large data bases,1999
848,integrating heterogenous overlapping databases through object-oriented transformations,"vanja josifovski , tore risch",very large data bases,1999
849,what is the nearest neighbor in high dimensional spaces ?,"alexander hinneburg , charu c. aggarwal , daniel a. keim",very large data bases,2000
850,the a-tree : an index structure for high-dimensional spaces using relative approximation,"yasushi sakurai , masatoshi yoshikawa , shunsuke uemura , haruhiko kojima",very large data bases,2000
851,schema mapping as query discovery,"ren &#233; e j. miller , laura m. haas , mauricio a. hern &#225; ndez",very large data bases,2000
852,comparing hierarchical data in external memory,sudarshan s. chawathe,very large data bases,1999
853,"what do those weird xml types want , anyway ?",steven j. derose,very large data bases,1999
854,loading a cache with query results,"laura m. haas , donald kossmann , ioana ursu",very large data bases,1999
855,capturing and querying multiple aspects of semistructured data,"curtis e. dyreson , michael h. b &#246; hlen , christian s. jensen",very large data bases,1999
856,insite : a tool for interpreting users ? interaction with a web space,"cyrus shahabi , adil faisal , farnoush banaei kashani , jabed faruque",very large data bases,2000
857,a database platform for bioinformatics,sandeepan banerjee,very large data bases,2000
858,performance issues in incremental warehouse maintenance,"wilburt labio , jun yang , yingwei cui , hector garcia-molina , jennifer widom",very large data bases,2000
859,research directions in biodiversity informatics,john l. schnase,very large data bases,2000
860,toward learning based web query processing,"yanlei diao , hongjun lu , songting chen , zengping tian",very large data bases,2000
861,the evolution of the web and implications for an incremental crawler,"junghoo cho , hector garcia-molina",very large data bases,2000
862,"panel : future directions of database research - the vldb broadening strategy , part 2",michael l. brodie,very large data bases,2000
863,semantic access : semantic interface for querying databases,"naphtali rishe , jun yuan , rukshan athauda , shu-ching chen , xiaoling lu , xiaobin ma , alexander vaschillo , artyom shaposhnikov , dmitry vasilevsky",very large data bases,2000
864,process automation as the foundation for e-business,"fabio casati , ming-chien shan",very large data bases,2000
865,a case-based approach to information integration,"maurizio panti , luca spalazzi , alberto giretti",very large data bases,2000
866,a scalable algorithm for answering queries using views,"rachel pottinger , alon y. levy",very large data bases,2000
867,publish/subscribe on the web at extreme speed,"jo &#227; o pereira , fran &#231; oise fabret , fran &#231; ois llirbat , radu preotiuc-pietro , kenneth a. ross , dennis shasha",very large data bases,2000
868,fast time sequence indexing for arbitrary lp norms,"byoung-kee yi , christos faloutsos",very large data bases,2000
