id,title,authors,venue,year
668,maintaining database consistency in presence of value dependencies in multidatabase systems sigmod conference,"michèle cart , claire morpain , jean-françois pons , jean ferrié",,1996.0
669,integrating and customizing heterogeneous e-commerce applications vldb j.,"anat eyal , tova milo",,2001.0
670,"a semantic modeling approach for image retrieval by content ricky k. taira , ion tim ieong , wesley w. chu vldb j.",,,1994.0
671,"guest editorial yannis e. ioannidis , raghu ramakrishnan , philip a. bernstein vldb j. 2003",,,
672,electronic market : the roadmap for university libraries and members to survive in the information jungle,"peter c. lockemann , bethina schmitt , michael christoffel , sebastian pulkowski",sigmod record,1998.0
673,altruistic locking acm trans . database syst .,"jeannie shands , kenneth salem , hector garcia-molina",,1994.0
674,query processing in tertiary memory databases sunita sarawagi vldb,,,1995.0
675,component-based e-commerce : assesment of current practices and future directions,"martin bichler , arie segev , j. leon zhao",sigmod record,1998.0
676,"pattern matching and pattern discovery in scientific , program , and document databases kaizhong zhang , dennis shasha , jason tsong-li wang sigmod conference",,,1995.0
677,"building scalable internet applications with oracle8i server olga peschansky , josé alberto fernández , julie basu",,vldb,2000.0
678,the montage extensible datablade achitecture michael ubell 1994,,sigmod conference,
679,"quorum consensus in nested transaction systems kenneth j. goldman , nancy a. lynch",,acm trans . database syst .,1994.0
680,model and verification of a data manager based on aries dean kuo acm trans . database syst . 1996,,,
681,spatial queries in dynamic environments,"yufei tao , dimitris papadias",acm trans . database syst .,2003.0
682,"learning response time for websources using query feedback and application in query optimization jean-robert gruser , vladimir zadorozhny , louiqa raschid , tao zhan vldb j. 2000",,,
683,"virtual database technology venky harinarayan , ashish gupta , anand rajaraman sigmod record 1997",,,
684,time management for new faculty,"anastassia ailamaki , johannes gehrke",sigmod record,2003.0
685,"much ado about shared-nothing michael g. norman , peter thanisch , thomas zurek",,sigmod record,1996.0
686,optimized query execution in large search engines with global page ordering 2003,"torsten suel , xiaohui long",vldb,
687,query optimization at the crossroads ( panel ) surajit chaudhuri,,sigmod conference,1997.0
688,"strudel : a web-site management system alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu 1997",,sigmod conference,
689,chair 's message m. tamer özsu 2003,,sigmod record,
690,on supporting containment queries in relational database management systems sigmod conference 2001,"guy m. lohman , david j. dewitt , qiong luo , jeffrey f. naughton , chun zhang",,
691,the p operator : discovering and ranking associations on the semantic web 2002,"kemafor anyanwu , amit p. sheth",sigmod record,
692,repositories and object oriented databases philip a. bernstein,,sigmod record,1998.0
693,editor 's notes sigmod record,ling liu,,2002.0
694,gte superpages : using ir techniques for searching complex objects,"steven d. whitehead , himanshu sinha , michael murphy",vldb,1997.0
695,a data model and data structures for moving objects databases sigmod conference,"markus schneider , enrico nardelli , luca forlizzi , ralf hartmut güting",,2000.0
696,middle east technical university software research and development center sigmod record 1996,asuman dogac,,
697,the handwritten trie : indexing electronic ink sigmod conference 1995,"padmavathi vallabhaneni , daniel barbará , walid g. aref",,
698,"research issues in federated database systems : report of efdbs '97 workshop fèlix saltor , mark roantree , mark w. w. vermeer , wilhelm hasselbring , martin schönhoff , markus strässler , barry eaglestone , stefan conrad 1997",,sigmod record,
699,"dynamic multidimensional histograms piotr indyk , sudipto guha , nitin thaper , nick koudas 2002",,sigmod conference,
700,inverted files versus signature files for text indexing acm trans . database syst .,"kotagiri ramamohanarao , justin zobel , alistair moffat",,1998.0
701,"aggregation algorithms for very large compressed data warehouses jaideep srivastava , jianzhong li , doron rotem",,vldb,1999.0
702,"delivering presentations from multimedia servers nevzat hurkan balkir , gultekin özsoyoglu vldb j.",,,1998.0
703,automated resolution of semantic heterogeneity in multidatabases,"a. r. hurson , simin h. pakzad , m. w. bright",acm trans . database syst .,1994.0
704,chair 's message,m. tamer özsu,sigmod record,2001.0
705,book review column karl aberer sigmod record,,,2002.0
706,"the design and performance evaluation of alternative xml storage strategies david j. dewitt , jianjun chen , chun zhang , feng tian 2002",,sigmod record,
707,containment of conjunctive queries : beyond relations as sets,"raghu ramakrishnan , yannis e. ioannidis",acm trans . database syst .,1995.0
708,from the guest editors - special section on data management issues in mobile computing 1995,"margaret h. dunham , abdelsalam helal",sigmod record,
709,a one-pass aggregation algorithm with the optimal buffer size in multidimensional olap vldb 2002,"yang-sae moon , young-koo lee , il-yeol song , kyu-young whang",,
710,"turbo-charging vertical mining of large databases jayant r. haritsa , devavrat shah , s. sudarshan , pradeep shenoy , mayank bawa , gaurav bhalotia",,sigmod conference,2000.0
711,"predator : an or-dbms with enhanced data types praveen seshadri , mark paskin",,sigmod conference,1997.0
712,"exploiting main memory dbms features to improve real-time concurrency control protocols özgür ulusoy , alejandro p. buchmann",,sigmod record,1996.0
713,approximate query processing : taming the terabytes 2001,"minos n. garofalakis , phillip b. gibbons",vldb,
714,querying multi-dimensional data indexed using the hilbert space-filling curve sigmod record 2001,"peter j. h. king , jonathan k. lawder",,
715,theory of answering queries using views alon y. halevy 2000,,sigmod record,
716,griddb : a database interface to the grid sigmod conference,"david t. liu , devesh parekh , michael j. franklin",,2003.0
717,"controlling access to published data using cryptography gerome miklau , dan suciu vldb 2003",,,
718,approximate query processing using wavelets vldb j.,"rajeev rastogi , minos n. garofalakis , kyuseok shim , kaushik chakrabarti",,2001.0
719,minimal probing : supporting expensive predicates for top-k queries sigmod conference,"kevin chen-chuan chang , seung-won hwang",,2002.0
720,"advanced data processing in krisys : modeling concepts , implementation techniques , and client/server issues","nelson mendonça mattos , joachim thomas , theo härder , stefan deßloch , bernhard mitschang",vldb j.,1998.0
721,letter to sigmod record editor 2002,nazih elderini,sigmod record,
722,progress on hpcc and nii marianne winslett sigmod record 1994,,,
723,"an aspect of query optimization in multidatabase systems ( extended abstract ) chiang lee , hongjun lu , chia-jung chen sigmod record",,,1995.0
724,"novel approaches in query processing for moving object trajectories yannis theodoridis , dieter pfoser , christian s. jensen 2000",,vldb,
725,microsoft english query 7.5 : automatic extraction of semantics from relational databases and olap cubes adam blum vldb 1999,,,
726,"reminiscences on influential papers kenneth a. ross , anastassia ailamaki , alfred v. aho 2002",,sigmod record,
727,rate-based query optimization for streaming information sources sigmod conference 2002,"jeffrey f. naughton , stratis viglas",,
728,emc information sharing : direct access to mvs data from unix and nt sigmod conference,walt kohler,,1999.0
729,"selectivity estimation in extensible databases - a neural network approach shaoyu zhou , m. seetha lakshmi",,vldb,1998.0
730,data warehousing and business intelligence for e-commerce - book review sigmod record 2002,frank g. goethals,,
731,selectivity estimation using probabilistic models sigmod conference,"daphne koller , lise getoor , benjamin taskar",,2001.0
732,bridging heterogeneity : research and practice of database middleware technology,"günter sauter , fernando de ferreira rezende",vldb,1998.0
733,"what do those weird xml types want , anyway ? 1999",steven j. derose,vldb,
734,"report on the 4th international conference on mobile data management panos k. chrysanthis , arkady b. zaslavsky , morris sloman sigmod record 2003",,,
735,"a prototype content-based retrieval system that uses virtual images to save space leonard brown , le gruenwald 2001",,vldb,
736,warehousing workflow data : challenges and opportunities vldb,"umeshwar dayal , ming-chien shan , angela bonifati , fabio casati",,2001.0
737,declustering databases on heterogeneous disk systems,"doron rotem , sridhar seshadri , ling tony chen",vldb,1995.0
738,toward learning based web query processing vldb 2000,"yanlei diao , hongjun lu , zengping tian , songting chen",,
739,information finding in a digital library : the stanford perspective,"tak w. yan , hector garcia-molina",sigmod record,1995.0
740,"fast image retrieval using color-spatial information kian-lee tan , tat-seng chua , beng chin ooi , wynne hsu 1998",,vldb j.,
741,delivering high availability for inktomi search engines eric a. brewer sigmod conference,,,1998.0
742,the araneus web-base management system sigmod conference,"giansalvatore mecca , paolo merialdo , alessandro masci , paolo atzeni , giuseppe sindoni",,1998.0
743,"cure : an efficient clustering algorithm for large databases sudipto guha , rajeev rastogi , kyuseok shim 1998",,sigmod conference,
744,"algorithms for materialized view design in data warehousing environment kamalakar karlapalem , jian yang , qing li vldb 1997",,,
745,enhanced hypertext categorization using hyperlinks,"byron dom , piotr indyk , soumen chakrabarti",sigmod conference,1998.0
746,lore : a lightweight object repository for semistructured data 1996,"janet l. wiener , jason mchugh , serge abiteboul , qingshan luo , anand rajaraman , dallan quass , jeffrey d. ullman , roy goldman , hugo rivero , jennifer widom , svetlozar nestorov , kevin haas",sigmod conference,
747,"vqbd : exploring semistructured data jihwang yeo , sudarshan s. chawathe , thomas baby sigmod conference",,,2001.0
748,the grid : an application of the semantic web 2002,"carole a. goble , david de roure",sigmod record,
749,grid and applications ( industrial session ) 2003,frank leymann,vldb,
750,"i3 : intelligent , interactive investigaton of olap data cubes sunita sarawagi , gayatri sathe",,sigmod conference,2000.0
751,"algebraic change propagation for semijoin and outerjoin queries timothy griffin , bharat kumar sigmod record 1998",,,
752,"checking the temporal integrity of interactive multimedia documents s. tserkezoglou , timos k. sellis , barbara pernici , michalis vazirgiannis , isabelle mirbel vldb j.",,,2000.0
753,"efficient filtering of xml documents with xpath expressions rajeev rastogi , pascal felber , chee yong chan , minos n. garofalakis",,vldb j.,2002.0
754,"of crawlers , portals , mice and men : is there more to mining the web ? ( panel ) sigmod conference 1999","kyuseok shim , rajeev rastogi , minos n. garofalakis , sridhar ramaswamy",,
755,"design and user testing of a multi-paradigm query interface to an object-oriented database dac khoa doan , alistair c. kilgour , norman w. paton sigmod record 1995",,,
756,efficient checking of temporal integrity constraints using bounded history encoding jan chomicki,,acm trans . database syst .,1995.0
757,"what is the nearest neighbor in high dimensional spaces ? charu c. aggarwal , alexander hinneburg , daniel a. keim vldb 2000",,,
758,dtl 's dataspot : database exploration as easy as browsing the web,"gadi entin , shai geva , eran palmon , shaul dar",sigmod conference,1998.0
759,3d geographic network displays,"taosong he , stephen g. eick , kenneth c. cox",sigmod record,1996.0
760,"data-driven , one-to-one web site generation for data-intensive applications 1999","stefano paraboschi , piero fraternali , stefano ceri",vldb,
761,processing star queries on hierarchically-clustered fact tables vldb,"nikos karayannidis , frank ramsak , timos k. sellis , rudolf bayer , robert fenk , klaus elhardt , volker markl , roland pieringer , aris tsois",,2002.0
762,"winnowing : local algorithms for document fingerprinting alexander aiken , daniel shawcross wilkerson , saul schleimer 2003",,sigmod conference,
763,"access path support for referential integrity in sql2 joachim reinert , theo härder vldb j.",,,1996.0
764,enhanced nearest neighbour search on the r-tree sigmod record 1998,"ada wai-chee fu , king lum cheung",,
765,"eos : an extensible object store euthimios panagos , alexandros biliris sigmod conference 1994",,,
766,schemasql - a language for interoperability in relational multi-database systems vldb,"fereidoon sadri , laks v. s. lakshmanan , iyer n. subramanian",,1996.0
767,reconciling schemas of disparate data sources : a machine-learning approach sigmod conference 2001,"anhai doan , pedro domingos , alon y. halevy",,
768,optimal clip ordering for multi-clip queries vldb j.,"raymond t. ng , paul shum",,1998.0
769,"process automation as the foundation for e-business fabio casati , ming-chien shan",,vldb,2000.0
770,research issues in active database systems : report from the closing panel at ride-ads '94 sigmod record 1994,jennifer widom,,
771,acm tods in this internet age richard t. snodgrass sigmod record,,,2003.0
772,algorithms for querying by spatial structure vldb,"nikos mamoulis , dimitris papadias , vasilis delis",,1998.0
773,query by diagram : a graphical environment for querying databases,"giuseppe santucci , tiziana catarci",sigmod conference,1994.0
774,user-defined table operators : enhancing extensibility for ordbms vldb 1999,"bernhard mitschang , michael jaedicke",,
775,guest editor 's introduction sigmod record,asuman dogac,,2002.0
776,xrank : ranked keyword search over xml documents,"feng shao , lin guo , chavdar botev , jayavel shanmugasundaram",sigmod conference,2003.0
777,chair 's message sigmod record,richard t. snodgrass,,1998.0
778,"infering structure in semistructured data rajeev motwani , serge abiteboul , svetlozar nestorov sigmod record",,,1997.0
779,"efficacious data cube exploration by semantic summarization and compression jian pei , laks v. s. lakshmanan , yan zhao 2003",,vldb,
780,"high-performance sorting on networks of workstations david e. culler , joseph m. hellerstein , david a. patterson , andrea c. arpaci-dusseau , remzi h. arpaci-dusseau sigmod conference 1997",,,
781,transactional information systems - book review marc h. scholl 2001,,sigmod record,
782,"polymorphism and type inference in database programming atsushi ohori , peter buneman 1996",,acm trans . database syst .,
783,an effective deductive object-oriented database through language integration 1994,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes",vldb,
784,"cache conscious indexing for decision-support in main memory kenneth a. ross , jun rao",,vldb,1999.0
785,"analyzing quantitative databases : image is everything reuven kashi , nathan s. netanyahu , amihood amir vldb 2001",,,
786,dbcache : database caching for web application servers 2002,"sailesh krishnamurthy , c. mohan , larry brown , hamid pirahesh , mehmet altinel , honguk woo , qiong luo , bruce g. lindsay",sigmod conference,
787,"iterative dynamic programming : a new class of query optimization algorithms donald kossmann , konrad stocker 2000",,acm trans . database syst .,
788,high-concurrency locking in r-trees 1995,"douglas banks , marcel kornacker",vldb,
789,electronic commerce : tutorial sigmod conference 1998,"nabil r. adam , yelena yesha",,
790,"spatial and temporal content-based access to hypervideo databases ahmed k. elmagarmid , haitao jiang vldb j. 1998",,,
791,"distributed processing over stand-alone systems and applications claus hagen , hans-jörg schek , gustavo alonso , markus tresch vldb",,,1997.0
792,synchronizing a database to improve freshness,"junghoo cho , hector garcia-molina",sigmod conference,2000.0
793,the double life of the transaction abstraction : fundamental principle and evolving system concept vldb 1995,henry f. korth,,
794,density biased sampling : an improved method for data mining and clustering sigmod conference,"christopher r. palmer , christos faloutsos",,2000.0
795,the tsql2 final language definition announcement ? sigmod record 1994,,,
796,"efficient progressive skyline computation pin-kwang eng , kian-lee tan , beng chin ooi vldb",,,2001.0
797,mpeg-7 and multimedia database systems harald kosch 2002,,sigmod record,
798,storage and querying of e-commerce data vldb 2001,"yirong xu , rakesh agrawal , amit somani",,
799,dynamat : a dynamic view management system for data warehouses 1999,"nick roussopoulos , yannis kotidis",sigmod conference,
800,"how to summarize the universe : dynamic maintenance of quantiles martin strauss , s. muthukrishnan , yannis kotidis , anna c. gilbert",,vldb,2002.0
801,parameterized complexity for the database theorist sigmod record,martin grohe,,2002.0
802,editor 's notes michael j. franklin sigmod record 2000,,,
803,formal semantics and analysis of object queries sigmod conference,gavin m. bierman,,2003.0
804,metu object-oriented dbms,"cetin ozkan , cem evrendilek , yuksel saygin , ilker altintas , ismailcem budak arpinar , mehmet altinel , tansel okay , ilker durusoy , asuman dogac",sigmod conference,1994.0
805,orthogonally persistent object systems,"malcolm p. atkinson , ronald morrison",vldb j.,1995.0
806,concurrent garbage collection in o2 vldb,"marcin skubiszewski , patrick valduriez",,1997.0
807,"constructing and integrating data-centric web applications : methods , tools , and techniques ioana manolescu , stefano ceri 2003",,vldb,
808,"guest editor 's introduction robert meersman , amit p. sheth sigmod record 2002",,,
809,"dtl 's dataspot : database exploration using plain language gadi entin , shai geva , shaul dar , eran palmon 1998",,vldb,
810,editor 's notes sigmod record 1998,michael j. franklin,,
811,applying database technology in the adsm mass storage system vldb 1995,"robert rees , luis-felipe cabrera , wayne hineman",,
812,dynamic buffer allocation in video-on-demand systems sigmod conference 2001,"kyu-young whang , yang-sae moon , il-yeol song , sang ho lee",,
813,"holistic twig joins on indexed xml documents wei wang , haifeng jiang , hongjun lu , jeffrey xu yu vldb",,,2003.0
814,obtaining complete answers from incomplete databases,alon y. levy,vldb,1996.0
815,"incremental maintenance of externally materialized views martin staudt , matthias jarke vldb",,,1996.0
816,databases for gis sigmod record,"claudia bauzer medeiros , fatima pires",,1994.0
817,"query optimization in the presence of limited access patterns dan suciu , ioana manolescu , daniela florescu , alon y. levy sigmod conference",,,1999.0
818,"an effective hash based algorithm for mining association rules ming-syan chen , philip s. yu , jong soo park 1995",,sigmod conference,
819,"a dependability benchmark for oltp application environments henrique madeira , marco vieira 2003",,vldb,
820,high speed on-line backup when using logical log operations david b. lomet sigmod conference 2000,,,
821,towards on-line analytical mining in large databases jiawei han 1998,,sigmod record,
822,facilitating multimedia database exploration through visual interfaces and perpetual query reformulations 1997,"kyoji hirata , yoshinori hara , wen-syan li , k. selçuk candan",vldb,
823,"the glue-nail deductive database system : design , implementation , and evaluation 1994","geoffrey phipps , marcia a. derr , shinichi morishita",vldb j.,
824,"cubetree : organization of and bulk updates on the data cube nick roussopoulos , mema roussopoulos , yannis kotidis 1997",,sigmod conference,
825,interview with avi silberschatz marianne winslett sigmod record 2002,,,
826,database research at the university of illinois at urbana-champaign 2002,"chengxiang zhai , marianne winslett , yuanyuan zhou , kevin chen-chuan chang , jiawei han , anhai doan",sigmod record,
827,sql open heterogeneous data access sigmod conference,"berthold reinwald , hamid pirahesh",,1998.0
828,"report on the 18th british national conference on databases ( bncod ) carole a. goble , brian j. read sigmod record",,,2002.0
829,materialized view selection for multidimensional datasets 1998,"jeffrey f. naughton , amit shukla , prasad deshpande",vldb,
830,"hmap - a temporal data model managing intervals with different granularities and indeterminacy from natural language sentences carlo combi , giuseppe pozzi vldb j.",,,2001.0
831,"topaz : a cost-based , rule-driven , multi-phase parallelizer","bernhard mitschang , clara nippl",vldb,1998.0
832,"a sequential pattern query language for supporting instant data mining for e-services reza sadri , amir m. zarkesh , jafar adibi , carlo zaniolo vldb",,,2001.0
833,combi-operator : database support for data mining applications vldb 2003,"wolfgang lehner , alexander hinneburg , dirk habich",,
834,the semantic web : semantics for data on the web,"vipul kashyap , stefan decker",vldb,2003.0
835,"managing video data in a mobile environment rafael alonso , yuh-lin chang , v. s. mani , liviu iftode 1995",,sigmod record,
836,parallel query scheduling and optimization with time - and space-shared resources vldb 1997,"yannis e. ioannidis , minos n. garofalakis",,
837,a general solution of the n-dimensional b-tree problem 1995,michael freeston,sigmod conference,
838,parallel database systems 101 jim gray 1995,,sigmod conference,
839,"secure buffering in firm real-time database systems binto george , jayant r. haritsa 1998",,vldb,
840,workflow history management 1998,"pinar koksal , sena nural arpinar , asuman dogac",sigmod record,
841,"broadcast disks : data management for asymmetric communications environments michael j. franklin , stanley b. zdonik , swarup acharya , rafael alonso 1995",,sigmod conference,
842,"comparing data streams using hamming norms ( how to zero in ) mayur datar , piotr indyk , s. muthukrishnan , graham cormode vldb",,,2002.0
843,the a-tree : an index structure for high-dimensional spaces using relative approximation,"masatoshi yoshikawa , shunsuke uemura , yasushi sakurai , haruhiko kojima",vldb,2000.0
844,"r-tree based indexing of now-relative bitemporal data simonas saltenis , christian s. jensen , giedrius slivinskas , rasa bliujute 1998",,vldb,
845,"skew handling techniques in sort-merge join richard t. snodgrass , wei li , dengfeng gao sigmod conference 2002",,,
846,"online index rebuild hanuma kodavalla , nagavamsi ponnekanti sigmod conference 2000",,,
847,efficient similarity search for market basket data vldb j.,"alexandros nanopoulos , yannis manolopoulos",,2002.0
848,compressed accessibility map : efficient access control for xml vldb,"divesh srivastava , ting yu , h. v. jagadish , laks v. s. lakshmanan",,2002.0
849,"toxgene : a template-based data generator for xml alberto o. mendelzon , john keenleyside , denilson barbosa , kelly a. lyons sigmod conference 2002",,,
850,"interviewing during a tight job market zachary g. ives , qiong luo sigmod record 2002",,,
851,"star-cubing : computing iceberg cubes by top-down and bottom-up integration jiawei han , xiaolei li , benjamin w. wah , dong xin vldb",,,2003.0
852,datawarehousing has more colours than just black & white vldb 1999,"thomas zurek , markus sinnwell",,
853,"chronological scheduling of transactions with temporal dependencies marek rusinkiewicz , dimitrios georgakopoulos , witold litwin vldb j. 1994",,,
854,query processing over object views of relational data vldb j.,"gustav fahl , tore risch",,1997.0
855,"semantic caching of web queries boris chidlovskii , uwe m. borghoff vldb j.",,,2000.0
856,capturing and querying multiple aspects of semistructured data,"curtis e. dyreson , michael h. böhlen , christian s. jensen",vldb,1999.0
857,"aggregate maintenance for data warehousing in informix red brick vista latha s. colby , gopal mulagund , richard l. cole , craig j. bunker , william j. mckenna , david wilhite",,vldb,2001.0
858,"supporting state-wide immunisation tracking using multi-paradigm workflow technology devashish worah , souvik das , ivan shevchenko , amit p. sheth , john a. miller , chenye lin , devanand palaniswami , krys kochut , john lynch vldb",,,1996.0
859,visual coko : a debugger for query optimizer development sigmod conference 2002,"daniel j. abadi , mitch cherniack",,
860,"data compression in oracle meikel pöss , dmitry potapov 2003",,vldb,
861,a multidatabase system for tracking and retrieval of financial data,"munir cochinwala , john bradley",vldb,1994.0
862,shrinking the warehouse update window 1999,"hector garcia-molina , ramana yerneni , wilburt labio",sigmod conference,
863,"an efficient algorithm for mining association rules in large databases edward omiecinski , shamkant b. navathe , ashok savasere",,vldb,1995.0
864,"update propagation strategies to improve freshness in lazy master replicated databases eric simon , esther pacitti vldb j.",,,2000.0
865,"the sift information dissemination system tak w. yan , hector garcia-molina acm trans . database syst .",,,1999.0
866,special issue on data mining for intrusion detection and threat analysis - guest editor 's introduction sigmod record,daniel barbará,,2001.0
867,extracting and exploiting structure in text search prabhakar raghavan 2003,,sigmod conference,
868,"plastic : reducing query optimization overheads through plan recycling jayant r. haritsa , vibhuti s. sengar",,sigmod conference,2003.0
869,wavelet synopses with error guarantees,"phillip b. gibbons , minos n. garofalakis",sigmod conference,2002.0
870,"generating efficient plans for queries using views chen li , jeffrey d. ullman , foto n. afrati sigmod conference",,,2001.0
871,"qc-trees : an efficient summary structure for semantic olap laks v. s. lakshmanan , jian pei , yan zhao 2003",,sigmod conference,
872,information management for genome level bioinformatics vldb,"norman w. paton , carole a. goble",,2001.0
873,efficient filtering of xml documents for selective dissemination of information vldb,"michael j. franklin , mehmet altinel",,2000.0
874,bounded ignorance : a technique for increasing concurrency in a replicated system acm trans . database syst .,"arthur j. bernstein , narayanan krishnakumar",,1994.0
875,editor 's notes and erratum 1994,arie segev,sigmod record,
876,research and products : are they relevant to each other ? ( panel ),herb edelstein,sigmod conference,1995.0
877,nsf workshop on industrial/academic cooperation in database systems sigmod record 1999,"leonard j. seligman , michael j. carey",,
878,"operating system extensions for the teradata parallel vldb sorana rabinovici , john catozzi",,vldb,2001.0
879,"efficient mining of xml query patterns for caching liang huai yang , mong-li lee , wynne hsu",,vldb,2003.0
880,"is gui programming a database research problem ? ravi krishnamurthy , charles hoch , nita goyal , michael suckow , brian meckler sigmod conference",,,1996.0
881,report on xewa-00 : the xml enabled wide-area searches for bioinformatics workshop terence critchlow sigmod record 2001,,,
882,toward recovery-oriented computing armando fox vldb 2002,,,
883,adaptable similarity search using non-relevant information vldb,"t. v. ashwin , rahul gupta , sugata ghosal",,2002.0
884,"biodiversity informatics : the challenge of rapid development , large databases , and complex data ( keynote ) vldb 2000","james l. edwards , meridith a. lane , ebbe nielsen",,
885,temporal database bibliography update sigmod record 1996,"anil kumar , vassilis j. tsotras",,
886,an orthogonally persistent java 1996,"mick j. jordan , susan spence , laurent daynès , malcolm p. atkinson , tony printezis",sigmod record,
887,"socqet : semantic olap with compressed cube and summarization yan zhao , laks v. s. lakshmanan , jian pei 2003",,sigmod conference,
888,integration of electronic tickets and personal guide system for public transport using mobile terminals sigmod conference 2003,"yahiko kambayashi , koichi goto",,
889,tail recursion elimination in deductive databases kenneth a. ross acm trans . database syst . 1996,,,
890,"a case-based approach to information integration maurizio panti , alberto giretti , luca spalazzi 2000",,vldb,
891,"distributed transactions in practice lyman do , pamela drew , prabhu ram sigmod record",,,1999.0
892,"calibrating the query optimizer cost model of iro-db , an object-oriented federated database system 1996","zhao-hui tang , fei sha , georges gardarin",vldb,
893,"quality of service in multimedia digital libraries elisa bertino , ahmed k. elmagarmid , mohand-said hacid sigmod record",,,2001.0
894,"eiha ?!? : deploying web and wap services using xml technology jean-christophe r. pazzaglia , chiara biancheri , gavino paddeu sigmod record",,,2001.0
895,"join synopses for approximate query answering swarup acharya , viswanath poosala , phillip b. gibbons , sridhar ramaswamy sigmod conference",,,1999.0
896,distributed hypertext resource discovery through examples 1999,"martin van den berg , soumen chakrabarti , byron dom",vldb,
897,data management challenges in crm george colliat 2003,,sigmod conference,
898,"sql standardization : the next steps andrew eisenberg , jim melton",,sigmod record,2000.0
899,devise : integrated querying and visualization of large datasets sigmod conference,"miron livny , raghu ramakrishnan , donko donjerkovic , shilpa lawande , jussi myllymaki , guangshun chen , r. kent wenger , kevin s. beyer",,1997.0
900,"storage estimation for multidimensional aggregates in the presence of hierarchies jeffrey f. naughton , amit shukla , karthikeyan ramasamy , prasad deshpande 1996",,vldb,
901,an optimal and progressive algorithm for skyline queries sigmod conference,"bernhard seeger , dimitris papadias , greg fu , yufei tao",,2003.0
902,methodology for development and employment of ontology based knowledge management applications sigmod record 2002,"steffen staab , rudi studer , york sure",,
903,processing complex aggregate queries over data streams,"alin dobra , johannes gehrke , rajeev rastogi , minos n. garofalakis",sigmod conference,2002.0
904,web services ( industrial session ) felipe cabrera 2003,,vldb,
905,query flocks : a generalization of association-rule mining,"chris clifton , svetlozar nestorov , rajeev motwani , shalom tsur , jeffrey d. ullman , arnon rosenthal , serge abiteboul",sigmod conference,1998.0
906,"i/o-conscious data preparation for large-scale web search engines maxim lifantsev , tzi-cker chiueh",,vldb,2002.0
907,reminiscences on influential papers richard t. snodgrass,,sigmod record,1999.0
908,a protein patent query system powered by kleisli,"jing chen , louxin zhang , limsoon wong",sigmod conference,1998.0
909,"database systems - breaking out of the box abraham silberschatz , stanley b. zdonik sigmod record 1997",,,
910,providing database migration tools - a practicioner 's approach andreas meier 1995,,vldb,
911,"synthesis of extended transaction models using acta panos k. chrysanthis , krithi ramamritham acm trans . database syst .",,,1994.0
912,amdb : an access method debugging tool,"joseph m. hellerstein , mehul a. shah , marcel kornacker",sigmod conference,1998.0
913,"checkpointing in oracle juan loaiza , ashok joshi , tirthankar lahiri , william bridge vldb 1998",,,
914,"title , foreword , vldb journal to be published electronically , index vol . 4 vldb j. 1995",?,,
915,design and management of data warehouses : report on the dmdw '99 workshop sigmod record 1999,"martin staudt , yannis vassiliou , manfred a. jeusfeld , stella gatziu",,
916,"information sharing across private databases ramakrishnan srikant , rakesh agrawal , alexandre v. evfimievski",,sigmod conference,2003.0
917,"adaptive parallel aggregation algorithms jeffrey f. naughton , ambuj shatdal sigmod conference",,,1995.0
918,indexing medium-dimensionality data in oracle,"jayant sharma , kothuri venkata ravi kanth , jay banerjee , siva ravada",sigmod conference,1999.0
919,view maintenance in a warehousing environment 1995,"jennifer widom , hector garcia-molina , yue zhuge , joachim hammer",sigmod conference,
920,chair 's message richard t. snodgrass 1999,,sigmod record,
921,disima : a distributed and interoperable image database system sigmod conference,"vincent oria , benjamin bin yao , shu lin , paul iglinski , m. tamer özsu",,2000.0
922,"change-centric management of versions in an xml warehouse laurent mignet , amélie marian , gregory cobena , serge abiteboul vldb",,,2001.0
923,spirit : sequential pattern mining with regular expression constraints vldb,"rajeev rastogi , kyuseok shim , minos n. garofalakis",,1999.0
924,user-adaptive exploration of multidimensional data 2000,sunita sarawagi,vldb,
925,improving timeliness in real-time secure database systems,"sang hyuk son , rasikan david , bhavani m. thuraisingham",sigmod record,1996.0
926,"an extensible compressor for xml data dan suciu , hartmut liefke 2000",,sigmod record,
927,"the demarcation protocol : a technique for maintaining constraints in distributed database systems daniel barbará , hector garcia-molina vldb j. 1994",,,
928,"monitoring streams - a new class of data management applications mitch cherniack , stanley b. zdonik , nesime tatbul , ugur çetintemel , greg seidman , michael stonebraker , christian convey , donald carney , sangdon lee vldb",,,2002.0
929,"client-server paradise jignesh m. patel , jie-bing yu , navin kabra , david j. dewitt , jun luo vldb",,,1994.0
930,from data independence to knowledge independence : an on-going story laurent vieille,,vldb,1998.0
931,petabyte databases dirk düllmann,,sigmod conference,1999.0
932,query rewriting for semistructured data sigmod conference 1999,"vasilis vassalos , yannis papakonstantinou",,
933,"outerjoin simplification and reordering for query optimization césar a. galindo-legaria , arnon rosenthal 1997",,acm trans . database syst .,
934,reminiscences on influential papers richard t. snodgrass 1998,,sigmod record,
935,"integrating symbolic images into a multimedia database system using classification and abstraction approaches hanan samet , aya soffer vldb j.",,,1998.0
936,"javax.xxl : a prototype for a library of query processing algorithms bernhard seeger , jens-peter dittrich , jochen van den bercken 2000",,sigmod conference,
